$PEKIO,COORD,000,0x001A79,3.96,-2.87,1.17,,1726451195.922
$PEKIO,COORD,132,0x001A2C,9.08,-3.12,1.07,,1726451195.978
$PEKIO,COORD,001,0x001A79,3.86,-2.82,1.19,,1726451196.006
$PEKIO,COORD,133,0x001A2C,9.08,-3.10,1.08,,1726451196.081
$PEKIO,COORD,002,0x001A79,3.77,-2.77,1.22,,1726451196.107
$PEKIO,COORD,134,0x001A2C,9.06,-3.08,1.08,,1726451196.181
$PEKIO,COORD,003,0x001A79,3.68,-2.73,1.24,,1726451196.208
$PEKIO,COORD,135,0x001A2C,9.04,-3.06,1.08,,1726451196.280
$PEKIO,COORD,004,0x001A79,3.63,-2.70,1.25,,1726451196.308
$PEKIO,COORD,136,0x001A2C,9.02,-3.04,1.09,,1726451196.380
$PEKIO,COORD,005,0x001A79,3.61,-2.67,1.26,,1726451196.409
$PEKIO,COORD,137,0x001A2C,9.00,-3.04,1.10,,1726451196.480
$PEKIO,COORD,138,0x001A2C,8.99,-3.04,1.11,,1726451196.580
$PEKIO,COORD,007,0x001A79,3.58,-2.64,1.25,,1726451196.609
$PEKIO,COORD,139,0x001A2C,8.97,-3.04,1.13,,1726451196.681
$PEKIO,COORD,008,0x001A79,3.56,-2.61,1.26,,1726451196.710
$PEKIO,COORD,140,0x001A2C,8.95,-3.04,1.14,,1726451196.784
$PEKIO,COORD,009,0x001A79,3.55,-2.59,1.26,,1726451196.810
$PEKIO,COORD,141,0x001A2C,8.93,-3.05,1.14,,1726451196.882
$PEKIO,COORD,010,0x001A79,3.54,-2.58,1.27,,1726451196.911
$PEKIO,COORD,142,0x001A2C,8.93,-3.06,1.15,,1726451196.982
$PEKIO,COORD,011,0x001A79,3.53,-2.57,1.28,,1726451197.026
$PEKIO,COORD,143,0x001A2C,8.93,-3.07,1.16,,1726451197.083
$PEKIO,COORD,012,0x001A79,3.53,-2.56,1.28,,1726451197.131
$PEKIO,COORD,144,0x001A2C,8.94,-3.07,1.15,,1726451197.182
$PEKIO,COORD,013,0x001A79,3.51,-2.56,1.27,,1726451197.212
$PEKIO,COORD,145,0x001A2C,8.95,-3.07,1.15,,1726451197.283
$PEKIO,COORD,014,0x001A79,3.49,-2.55,1.26,,1726451197.314
$PEKIO,COORD,146,0x001A2C,8.96,-3.07,1.13,,1726451197.384
$PEKIO,COORD,015,0x001A79,3.47,-2.56,1.23,,1726451197.414
$PEKIO,COORD,147,0x001A2C,8.96,-3.06,1.11,,1726451197.484
$PEKIO,COORD,016,0x001A79,3.46,-2.59,1.22,,1726451197.525
$PEKIO,COORD,148,0x001A2C,8.96,-3.08,1.10,,1726451197.584
$PEKIO,COORD,017,0x001A79,3.47,-2.64,1.21,,1726451197.628
$PEKIO,COORD,149,0x001A2C,8.94,-3.11,1.10,,1726451197.685
$PEKIO,COORD,018,0x001A79,3.49,-2.68,1.21,,1726451197.727
$PEKIO,COORD,150,0x001A2C,8.91,-3.17,1.11,,1726451197.785
$PEKIO,COORD,019,0x001A79,3.49,-2.73,1.21,,1726451197.814
$PEKIO,COORD,151,0x001A2C,8.88,-3.24,1.12,,1726451197.885
$PEKIO,COORD,020,0x001A79,3.49,-2.76,1.21,,1726451197.915
$PEKIO,COORD,152,0x001A2C,8.85,-3.29,1.13,,1726451197.987
$PEKIO,COORD,021,0x001A79,3.46,-2.76,1.21,,1726451198.016
$PEKIO,COORD,153,0x001A2C,8.82,-3.34,1.14,,1726451198.086
$PEKIO,COORD,022,0x001A79,3.43,-2.77,1.20,,1726451198.116
$PEKIO,COORD,154,0x001A2C,8.79,-3.37,1.14,,1726451198.186
$PEKIO,COORD,023,0x001A79,3.40,-2.79,1.18,Math: Not enough data.,1726451198.215
$PEKIO,COORD,155,0x001A2C,8.76,-3.38,1.13,,1726451198.286
$PEKIO,COORD,024,0x001A79,3.39,-2.81,1.16,,1726451198.315
$PEKIO,COORD,156,0x001A2C,8.74,-3.38,1.12,,1726451198.388
$PEKIO,COORD,025,0x001A79,3.40,-2.82,1.15,,1726451198.416
$PEKIO,COORD,157,0x001A2C,8.70,-3.40,1.12,,1726451198.487
$PEKIO,COORD,026,0x001A79,3.43,-2.83,1.15,,1726451198.517
$PEKIO,COORD,158,0x001A2C,8.66,-3.45,1.13,,1726451198.588
$PEKIO,COORD,027,0x001A79,3.45,-2.84,1.15,,1726451198.617
$PEKIO,COORD,159,0x001A2C,8.62,-3.53,1.15,,1726451198.689
$PEKIO,COORD,028,0x001A79,3.46,-2.84,1.17,,1726451198.717
$PEKIO,COORD,160,0x001A2C,8.57,-3.62,1.18,,1726451198.791
$PEKIO,COORD,029,0x001A79,3.46,-2.85,1.18,,1726451198.819
$PEKIO,COORD,161,0x001A2C,8.51,-3.70,1.20,,1726451198.890
$PEKIO,COORD,030,0x001A79,3.46,-2.88,1.20,,1726451198.917
