$PEKIO,COORD,076,0x001A79,9.09,-2.76,1.11,,1726451242.331
$PEKIO,COORD,082,0x001A2C,8.12,-3.45,1.12,,1726451242.352
$PEKIO,COORD,077,0x001A79,9.01,-2.69,1.13,,1726451242.434
$PEKIO,COORD,083,0x001A2C,8.12,-3.48,1.13,,1726451242.474
$PEKIO,COORD,078,0x001A79,8.92,-2.62,1.16,,1726451242.532
$PEKIO,COORD,084,0x001A2C,8.10,-3.50,1.13,,1726451242.573
$PEKIO,COORD,079,0x001A79,8.86,-2.58,1.17,,1726451242.635
$PEKIO,COORD,085,0x001A2C,8.07,-3.50,1.12,,1726451242.677
$PEKIO,COORD,080,0x001A79,8.81,-2.56,1.18,,1726451242.735
$PEKIO,COORD,086,0x001A2C,8.04,-3.50,1.11,,1726451242.754
$PEKIO,COORD,081,0x001A79,8.77,-2.55,1.19,,1726451242.833
$PEKIO,COORD,087,0x001A2C,8.01,-3.54,1.11,,1726451242.856
$PEKIO,COORD,082,0x001A79,8.75,-2.55,1.19,,1726451242.934
$PEKIO,COORD,088,0x001A2C,7.99,-3.60,1.12,,1726451242.982
$PEKIO,COORD,083,0x001A79,8.73,-2.55,1.18,,1726451243.036
$PEKIO,COORD,089,0x001A2C,7.97,-3.68,1.14,,1726451243.054
$PEKIO,COORD,084,0x001A79,8.72,-2.54,1.17,,1726451243.135
$PEKIO,COORD,090,0x001A2C,7.95,-3.77,1.17,,1726451243.154
$PEKIO,COORD,085,0x001A79,8.68,-2.53,1.16,,1726451243.237
$PEKIO,COORD,091,0x001A2C,7.92,-3.84,1.18,,1726451243.256
$PEKIO,COORD,086,0x001A79,8.61,-2.50,1.15,,1726451243.335
$PEKIO,COORD,092,0x001A2C,7.88,-3.91,1.19,,1726451243.381
$PEKIO,COORD,087,0x001A79,8.52,-2.47,1.15,Math: Not enough data.,1726451243.435
$PEKIO,COORD,093,0x001A2C,7.84,-3.98,1.18,,1726451243.478
$PEKIO,COORD,088,0x001A79,8.45,-2.46,1.16,,1726451243.538
$PEKIO,COORD,094,0x001A2C,7.80,-4.05,1.17,,1726451243.578
$PEKIO,COORD,089,0x001A79,8.38,-2.46,1.16,,1726451243.637
$PEKIO,COORD,095,0x001A2C,7.76,-4.13,1.16,,1726451243.677
$PEKIO,COORD,090,0x001A79,8.32,-2.47,1.17,,1726451243.737
$PEKIO,COORD,096,0x001A2C,7.73,-4.19,1.16,,1726451243.756
$PEKIO,COORD,091,0x001A79,8.26,-2.48,1.19,,1726451243.838
$PEKIO,COORD,097,0x001A2C,7.70,-4.24,1.16,,1726451243.882
$PEKIO,COORD,092,0x001A79,8.20,-2.48,1.20,,1726451243.940
$PEKIO,COORD,098,0x001A2C,7.68,-4.28,1.17,,1726451243.958
$PEKIO,COORD,093,0x001A79,8.13,-2.47,1.21,,1726451244.040
